commodity_id,food_group,item_code,item_code_kind,item,n_parts,mass_fraction_sum,mass_balance_error,mass_balance_status,accounted_mass_fraction_sum,non_fao_mass_fraction_sum,unknown_fao_accounting_mass_fraction_sum,avoidable_mass_fraction,potentially_avoidable_mass_fraction,unavoidable_mass_fraction,source_sheets
fowcus_seafood_aggregation_freshwater-and-diadromous-fish-outside-top-100_25ba4f68,seafood,aggregation,aggregation,Freshwater and Diadromous Fish outside top 100,6,1.0,0.0,pass,1.0,0.0,0.0,0.5,0.06,0.44,seafood
fowcus_seafood_1990xxxxxxxx001_freshwater-fishes-nei_aef93f3c,seafood,1990XXXXXXXX001,commodity_code,Freshwater fishes nei,6,1.0,0.0,pass,1.0,0.0,0.0,0.5,0.06,0.44,seafood
fowcus_seafood_231011000404_gazami-crab_ed9281d9,seafood,231011000404,commodity_code,Gazami crab,3,1.0,0.0,pass,0.91,0.0,0.09,0.32999999999999996,0.0,0.67,seafood
fowcus_seafood_228001000112_giant-tiger-prawn_4a793ada,seafood,228001000112,commodity_code,Giant tiger prawn,3,1.0,0.0,pass,1.0,0.0,0.0,0.513,0.0,0.487,seafood
fowcus_seafood_7870120004xx_gracilaria-seaweeds_0d6bb868,seafood,7870120004XX,commodity_code,Gracilaria seaweeds,1,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,seafood
fowcus_seafood_140002003501_grass-carp-white-amur_ae47f961,seafood,140002003501,commodity_code,Grass carp(=White amur),6,1.0,0.0,pass,1.0,0.0,0.0,0.513,0.0,0.487,seafood
fowcus_seafood_1700020042xx_groupers-nei_4df0d065,seafood,1700020042XX,commodity_code,Groupers nei,5,1.0002429473684211,0.0002429473684211203,review,1.0002429473684211,0.0,0.0,0.4588,0.0,0.541442947368421,seafood
fowcus_seafood_121005002404_gulf-menhaden_bdf08e2a,seafood,121005002404,commodity_code,Gulf menhaden,7,1.0,0.0,pass,1.0,0.0,0.0,0.5554353000000001,0.0063,0.4382647,seafood
fowcus_seafood_121005003801_hilsa-shad_409bf7b0,seafood,121005003801,commodity_code,Hilsa shad,7,1.0,0.0,pass,1.0,0.0,0.0,0.5554353000000001,0.0063,0.4382647,seafood
fowcus_seafood_175001001403_indian-mackerel_76c06c8a,seafood,175001001403,commodity_code,Indian mackerel,4,1.0,0.0,pass,1.0,0.0,0.0,0.61,0.06467,0.32533,seafood
fowcus_seafood_121005001204_indian-oil-sardine_5471a32d,seafood,121005001204,commodity_code,Indian oil sardine,4,1.0,0.0,pass,1.0,0.0,0.0,0.68,0.0,0.32,seafood
fowcus_seafood_1700230004xx_jack-and-horse-mackerels-nei_7903d4cf,seafood,1700230004XX,commodity_code,Jack and horse mackerels nei,4,1.0,0.0,pass,1.0,0.0,0.0,0.61,0.06467,0.32533,seafood
fowcus_seafood_1700230044xx_jacks-crevalles-nei_1481e5d6,seafood,1700230044XX,commodity_code,"Jacks, crevalles nei",6,0.9950000000000001,-0.004999999999999893,review,0.9950000000000001,0.0,0.0,0.56,0.023,0.41200000000000003,seafood
fowcus_seafood_121006000202_japanese-anchovy_3494addb,seafood,121006000202,commodity_code,Japanese anchovy,4,0.9999999999999999,-1.1102230246251565e-16,pass,0.9999999999999999,0.0,0.0,0.6759,0.0,0.3241,seafood
fowcus_seafood_316011002002_japanese-carpet-shell_4b647e41,seafood,316011002002,commodity_code,Japanese carpet shell,2,1.0,0.0,pass,1.0,0.0,0.0,0.5305164319248825,0.0,0.46948356807511743,seafood
fowcus_seafood_771002000304_japanese-kelp_682cc53f,seafood,771002000304,commodity_code,Japanese kelp,1,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,seafood
fowcus_seafood_321005002301_jumbo-flying-squid_3f2a6836,seafood,321005002301,commodity_code,Jumbo flying squid,5,1.0,0.0,pass,1.0,0.0,0.0,0.621,0.028,0.351,seafood
fowcus_seafood_175006000302_largehead-hairtail_ef47df7b,seafood,175006000302,commodity_code,Largehead hairtail,6,1.0,0.0,pass,1.0,0.0,0.0,0.5900000000000001,0.03813000000000001,0.3718700000000001,seafood
fowcus_seafood_170010001402_largemouth-black-bass_9bca9471,seafood,170010001402,commodity_code,Largemouth black bass,6,1.0,0.0,pass,1.0,0.0,0.0,0.31,0.13,0.56,seafood
fowcus_seafood_787020000308_laver-nori_3cf35014,seafood,787020000308,commodity_code,Laver (Nori),1,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,seafood
fowcus_seafood_aggregation_lobster-and-crayfish-like-crustaceans-outside-top-100_cb72ef36,seafood,aggregation,aggregation,Lobster and crayfish like crustaceans outside top 100,5,1.0,0.0,pass,1.0,0.0,0.0,0.43000000000000005,0.0,0.5700000000000001,seafood
fowcus_seafood_aggregation_marine-fish-nei-outside-top-100_2d4892e3,seafood,aggregation,aggregation,Marine Fish NEI outside top 100,6,0.9895843655275398,-0.010415634472460189,review,0.9895843655275398,0.0,0.0,0.5431767155313902,0.05297529809771306,0.3934323518984366,seafood
fowcus_seafood_1990xxxxxxxx010_marine-fishes-nei_8bfc8ac4,seafood,1990XXXXXXXX010,commodity_code,Marine fishes nei,6,0.9895843655275398,-0.010415634472460189,review,0.9895843655275398,0.0,0.0,0.5431767155313902,0.05297529809771306,0.3934323518984366,seafood
fowcus_seafood_122002000101_milkfish_01192fc9,seafood,122002000101,commodity_code,Milkfish,6,1.0,0.0,pass,1.0,0.0,0.0,0.61,0.0468,0.34320000000000006,seafood
fowcus_seafood_140002002503_mrigal-carp_914e43a3,seafood,140002002503,commodity_code,Mrigal carp,6,1.0,0.0,pass,1.0,0.0,0.0,0.5124,0.0,0.48760000000000003,seafood
fowcus_seafood_1650010xxxxx_mullets-nei_6460af44,seafood,1650010XXXXX,commodity_code,Mullets nei,5,1.0,0.0,pass,1.0,0.0,0.0,0.28600000000000003,0.086,0.628,seafood
fowcus_seafood_2280xxxxxxxx_natantian-decapods-nei_9da7081b,seafood,2280XXXXXXXX,commodity_code,Natantian decapods nei,3,1.0,0.0,pass,1.0,0.0,0.0,0.4955,0.0,0.5045,seafood
fowcus_seafood_170059005102_nile-tilapia_d5611e72,seafood,170059005102,commodity_code,Nile tilapia,6,1.0,0.0,pass,1.0,0.0,0.0,0.4175,0.07,0.5125,seafood
fowcus_seafood_7870200002xx_nori-nei_5b34a7b6,seafood,7870200002XX,commodity_code,Nori nei,1,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,seafood
fowcus_seafood_148005000407_north-pacific-hake_1431f917,seafood,148005000407,commodity_code,North Pacific hake,5,1.0,0.0,pass,1.0,0.0,0.0,0.55,0.0,0.44999999999999996,seafood
fowcus_seafood_aggregation_oysters-outside-top-100_ed12dc11,seafood,aggregation,aggregation,Oysters outside top 100,3,1.0,0.0,pass,1.0,0.0,0.0,0.18,0.0,0.82,seafood
fowcus_seafood_175001000201_pacific-chub-mackerel_288aeb5e,seafood,175001000201,commodity_code,Pacific chub mackerel,4,1.0,0.0,pass,1.0,0.0,0.0,0.61,0.06467,0.32533,seafood
fowcus_seafood_148004000211_pacific-cod_ce490819,seafood,148004000211,commodity_code,Pacific cod,6,1.0,0.0,pass,1.0,0.0,0.0,0.49,0.03,0.48,seafood
fowcus_seafood_316007001201_pacific-cupped-oyster_a3f0410f,seafood,316007001201,commodity_code,Pacific cupped oyster,2,1.0,0.0,pass,1.0,0.0,0.0,0.164,0.0,0.836,seafood
fowcus_seafood_121005000107_pacific-herring_1ce88956,seafood,121005000107,commodity_code,Pacific herring,7,1.0001,9.999999999998899e-05,review,1.0001,0.0,0.0,0.4932,0.05,0.4569,seafood
fowcus_seafood_121005001303_pacific-sardine_d8b46a22,seafood,121005001303,commodity_code,Pacific sardine,4,1.0,0.0,pass,1.0,0.0,0.0,0.68,0.0,0.32,seafood
fowcus_seafood_1410300002xx_pangas-catfishes-nei_d78a07c1,seafood,1410300002XX,commodity_code,Pangas catfishes nei,5,1.0,0.0,pass,1.0,0.0,0.0,0.354,0.016,0.63,seafood
fowcus_seafood_aggregation_pelagic-marine-fish-outside-top-100_63260922,seafood,aggregation,aggregation,Pelagic Marine Fish outside top 100,6,0.9858803525784158,-0.014119647421584225,review,0.9858803525784158,0.0,0.0,0.5863804818181818,0.05905052631578949,0.3404493444444444,seafood
fowcus_seafood_123001000902_pink-humpback-salmon_385856c1,seafood,123001000902,commodity_code,Pink(=Humpback) salmon,6,1.0,0.0,pass,1.0,0.0,0.0,0.6432,0.0,0.3568,seafood
fowcus_seafood_aggregation_prawn-and-shrimp-like-crustaceans-outside-top-100_9e3bb5fa,seafood,aggregation,aggregation,Prawn and shrimp like crustaceans outside top 100,3,1.0,0.0,pass,1.0,0.0,0.0,0.4955,0.0,0.5045,seafood
fowcus_seafood_aggregation_quahaug-outside-top-100_fb50241f,seafood,aggregation,aggregation,Quahaug outside top 100,2,1.0,0.0,pass,1.0,0.0,0.0,0.16,0.0,0.84,seafood
fowcus_seafood_123001000909_rainbow-trout_3c426004,seafood,123001000909,commodity_code,Rainbow trout,6,1.0,0.0,pass,1.0,0.0,0.0,0.6432,0.0,0.3568,seafood
fowcus_seafood_aggregation_razor-clams-outside-top-100_67eccec8,seafood,aggregation,aggregation,Razor clams outside top 100,2,1.0,0.0,pass,1.0,0.0,0.0,0.35,0.0,0.65,seafood
fowcus_seafood_229004000101_red-swamp-crawfish_f00b157a,seafood,229004000101,commodity_code,Red swamp crawfish,2,1.0,0.0,pass,1.0,0.0,0.0,0.12,0.0,0.88,seafood
fowcus_seafood_140002002415_roho-labeo_97416082,seafood,140002002415,commodity_code,Roho labeo,6,1.0,0.0,pass,1.0,0.0,0.0,0.5124,0.0,0.48760000000000003,seafood
fowcus_seafood_1210050012xx_sardinellas-nei_4e02a64f,seafood,1210050012XX,commodity_code,Sardinellas nei,4,1.0,0.0,pass,1.0,0.0,0.0,0.68,0.0,0.32,seafood
fowcus_seafood_1700230043xx_scads-nei_9dc7fefd,seafood,1700230043XX,commodity_code,Scads nei,4,1.0,0.0,pass,1.0,0.0,0.0,0.61,0.06467,0.32533,seafood
fowcus_seafood_aggregation_scallop-outside-top-100_16a7cec8,seafood,aggregation,aggregation,Scallop outside top 100,4,1.0,0.0,pass,1.0,0.0,0.0,0.10709029500000002,0.1481197725,0.7447899325,seafood
fowcus_seafood_3160080xxxxx_scallops-nei_81aa0153,seafood,3160080XXXXX,commodity_code,Scallops nei,4,1.0,0.0,pass,1.0,0.0,0.0,0.10709029500000002,0.1481197725,0.7447899325,seafood
fowcus_seafood_1410020xxxxx_sea-catfishes-nei_a3f0b9ee,seafood,1410020XXXXX,commodity_code,Sea catfishes nei,5,1.0,0.0,pass,1.0,0.0,0.0,0.354,0.016,0.63,seafood
fowcus_seafood_3160100xxxxx_sea-mussels-nei_b3849b92,seafood,3160100XXXXX,commodity_code,Sea mussels nei,3,1.0,0.0,pass,1.0,0.0,0.0,0.4,0.0,0.6,seafood
fowcus_seafood_1750010015xx_seerfishes-nei_03ca602b,seafood,1750010015XX,commodity_code,Seerfishes nei,4,1.0,0.0,pass,1.0,0.0,0.0,0.61,0.06467,0.32533,seafood
fowcus_seafood_140002033501_silver-barb_2755632c,seafood,140002033501,commodity_code,Silver barb,6,1.0,0.0,pass,1.0,0.0,0.0,0.5124,0.0,0.48760000000000003,seafood
fowcus_seafood_140002004301_silver-carp_000998d7,seafood,140002004301,commodity_code,Silver carp,6,1.0,0.0,pass,1.0,0.0,0.0,0.5124,0.0,0.48760000000000003,seafood
fowcus_seafood_175001002501_skipjack-tuna_33c23cd4,seafood,175001002501,commodity_code,Skipjack tuna,7,1.0,0.0,pass,1.0,0.0,0.0,0.66,0.08,0.26,seafood
fowcus_seafood_aggregation_snails-outside-top-100_7b9f041d,seafood,aggregation,aggregation,Snails outside top 100,2,1.0,0.0,pass,1.0,0.0,0.0,0.3494,0.0,0.6506,seafood
fowcus_seafood_177019000101_snakehead_3ab48030,seafood,177019000101,commodity_code,Snakehead,6,1.0,0.0,pass,1.0,0.0,0.0,0.5,0.06,0.44,seafood
fowcus_seafood_536001000103_spectacled-caiman_129714d0,seafood,536001000103,commodity_code,Spectacled caiman,7,1.0,0.0,pass,1.0,0.0,0.0,0.421875,0.0,0.578125,seafood
fowcus_seafood_aggregation_squid-octopus-and-cuttlefish-like-cephalopods-outside-top-100_85cd6221,seafood,aggregation,aggregation,"Squid, octopus and cuttlefish like Cephalopods outside top 100",5,1.0,0.0,pass,1.0,0.0,0.0,0.621,0.0,0.379,seafood
fowcus_seafood_141030000301_striped-catfish_9cda6489,seafood,141030000301,commodity_code,Striped catfish,5,1.0,0.0,pass,1.0,0.0,0.0,0.354,0.016,0.63,seafood
fowcus_seafood_1700330184xx_threadfin-breams-nei_0d6678da,seafood,1700330184XX,commodity_code,Threadfin breams nei,6,0.9995,-0.0004999999999999449,review,0.9995,0.0,0.0,0.4612,0.07,0.46830000000000005,seafood
fowcus_seafood_1700590051xx_tilapias-nei_0808488a,seafood,1700590051XX,commodity_code,Tilapias nei,6,1.0,0.0,pass,1.0,0.0,0.0,0.4175,0.07,0.5125,seafood
fowcus_seafood_1410180030xx_torpedo-shaped-catfishes-nei_dca8cf19,seafood,1410180030XX,commodity_code,Torpedo-shaped catfishes nei,5,1.0,0.0,pass,1.0,0.0,0.0,0.354,0.016,0.63,seafood
fowcus_seafood_1750xxxxxxxx_tuna-like-fishes-nei_d8e2f175,seafood,1750XXXXXXXX,commodity_code,Tuna-like fishes nei,7,1.0,0.0,pass,1.0,0.0,0.0,0.66,0.08,0.26,seafood
fowcus_seafood_3210050xxxxx036_various-squids-nei_44537888,seafood,3210050XXXXX036,commodity_code,Various squids nei,5,1.0,0.0,pass,1.0,0.0,0.0,0.621,0.028,0.351,seafood
fowcus_seafood_771004000301_wakame_46844455,seafood,771004000301,commodity_code,Wakame,1,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,seafood
fowcus_seafood_228001000111_whiteleg-shrimp_7c11919a,seafood,228001000111,commodity_code,Whiteleg shrimp,4,1.0,0.0,pass,1.0,0.0,0.0,0.38,0.0,0.62,seafood
fowcus_seafood_140002015101_wuchang-bream_f019074d,seafood,140002015101,commodity_code,Wuchang bream,6,1.0,0.0,pass,1.0,0.0,0.0,0.5124,0.0,0.48760000000000003,seafood
fowcus_seafood_141008013001_yellow-catfish_06918300,seafood,141008013001,commodity_code,Yellow catfish,5,1.0,0.0,pass,1.0,0.0,0.0,0.354,0.016,0.63,seafood
fowcus_seafood_175001002610_yellowfin-tuna_e18da27f,seafood,175001002610,commodity_code,Yellowfin tuna,7,1.0,0.0,pass,1.0,0.0,0.0,0.66,0.08,0.26,seafood
fowcus_seafood_316008006901_yesso-scallop_4854b868,seafood,316008006901,commodity_code,Yesso scallop,4,1.0,0.0,pass,1.0,0.0,0.0,0.15943346803523917,0.133,0.7075665319647608,seafood
fowcus_seafood_aggregation_caiman-outside-top-100_c2d0f7c1,seafood,aggregation,aggregation,caiman outside top 100,7,1.0,0.0,pass,1.0,0.0,0.0,0.421875,0.0,0.578125,seafood
fowcus_seafood_aggregation_crocodiles-outside-top-100_150cbab3,seafood,aggregation,aggregation,crocodiles outside top 100,9,0.9999999999999999,-1.1102230246251565e-16,pass,0.9999999999999999,0.0,0.0,0.3567799999999999,0.025,0.61822,seafood
fowcus_seafood_aggregation_mussel-outside-top-100_ba49f5ce,seafood,aggregation,aggregation,mussel outside top 100,3,1.0,0.0,pass,1.0,0.0,0.0,0.455,0.0,0.5449999999999999,seafood
fowcus_seafood_aggregation_oysters-outside-top-100_1c228b8b,seafood,aggregation,aggregation,oysters outside top 100,3,1.0,0.0,pass,1.0,0.0,0.0,0.18,0.0,0.82,seafood
fowcus_stimulants_1691_chicory-roots_3f01c080,stimulants,1691,commodity_code,Chicory roots,3,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,stimulants
fowcus_stimulants_1640_cocoa-beans_7e450d21,stimulants,1640,commodity_code,Cocoa beans,4,0.9988,-0.0011999999999999789,review,0.1638,0.835,0.0,0.12,0.11000000000000001,0.7687999999999999,stimulants
fowcus_stimulants_1610_coffee-green_5125b1a9,stimulants,1610,commodity_code,"Coffee, green",3,1.0,0.0,pass,0.55,0.45,0.0,0.508,0.0,0.492,stimulants
fowcus_stimulants_1630_mat-leaves_64c4c99a,stimulants,1630,commodity_code,Maté leaves,1,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,stimulants
fowcus_stimulants_1620_tea-leaves_f7c843e1,stimulants,1620,commodity_code,Tea leaves,2,1.0,0.0,pass,0.8,0.2,0.0,0.8,0.0,0.2,stimulants
fowcus_sugar_1801_sugar-beet_1fcadb75,sugar,1801,commodity_code,Sugar beet,5,0.9999899999999999,-1.0000000000065512e-05,review,0.9999899999999999,0.0,0.0,0.18978,0.0,0.81021,sugar
fowcus_sugar_1802_sugar-cane_43ff8bc0,sugar,1802,commodity_code,Sugar cane,5,1.0,0.0,pass,1.0,0.0,0.0,0.13459111215686656,0.0,0.8654088878431334,sugar
fowcus_vegetable-oils_1447_castor-oil-seeds_72ecaee0,vegetable_oils,1447,commodity_code,Castor oil seeds,3,1.0,0.0,pass,1.0,0.0,0.0,0.53,0.0,0.47,vegetable_oils
fowcus_vegetable-oils_142_groundnuts-excluding-shelled_b4844958,vegetable_oils,142,commodity_code,"Groundnuts, excluding shelled",3,1.0,0.0,pass,1.0,0.0,0.0,0.735,0.0,0.265,vegetable_oils
fowcus_vegetable-oils_1499-03_jojoba-seeds_f1a4d1b8,vegetable_oils,1499.03,commodity_code,Jojoba seeds,2,1.0,0.0,pass,1.0,0.0,0.0,0.4,0.0,0.6,vegetable_oils
fowcus_vegetable-oils_1441_linseed_40c06e0b,vegetable_oils,1441,commodity_code,Linseed,2,1.0,0.0,pass,1.0,0.0,0.0,0.625,0.0,0.375,vegetable_oils
fowcus_vegetable-oils_1449-01_melonseed_386af40f,vegetable_oils,1449.01,commodity_code,Melonseed,2,1.0,0.0,pass,1.0,0.0,0.0,0.71,0.0,0.29,vegetable_oils
fowcus_vegetable-oils_1442_mustard-seed_7e810654,vegetable_oils,1442,commodity_code,Mustard seed,2,1.0,0.0,pass,1.0,0.0,0.0,0.84,0.0,0.16,vegetable_oils
fowcus_vegetable-oils_1491-01_oil-palm-fruit_bf8ba9f3,vegetable_oils,1491.01,commodity_code,Oil palm fruit,5,1.0,0.0,pass,1.0,0.0,0.0,0.43074379687500003,0.0,0.569256203125,vegetable_oils
fowcus_vegetable-oils_1450_olives_b967c2d9,vegetable_oils,1450,commodity_code,Olives,2,1.0,0.0,pass,1.0,0.0,0.0,0.8,0.0,0.2,vegetable_oils
fowcus_vegetable-oils_1443_rape-or-colza-seed_7c91ba44,vegetable_oils,1443,commodity_code,Rape or colza seed,2,1.0,0.0,pass,1.0,0.0,0.0,0.8140000000000001,0.0,0.186,vegetable_oils
fowcus_vegetable-oils_1446_safflower-seed_5c2e30da,vegetable_oils,1446,commodity_code,Safflower seed,2,1.0,0.0,pass,1.0,0.0,0.0,0.480325,0.0,0.519675,vegetable_oils
fowcus_vegetable-oils_1921-01_seed-cotton-unginned_827b998e,vegetable_oils,1921.01,commodity_code,"Seed cotton, unginned",3,1.0,0.0,pass,1.0,0.0,0.0,0.527,0.0,0.473,vegetable_oils
fowcus_vegetable-oils_141_soya-beans_19c9b6ca,vegetable_oils,141,commodity_code,Soya beans,3,1.0,0.0,pass,0.558,0.44199999999999995,0.0,0.95536,0.0,0.044640000000000006,vegetable_oils
fowcus_vegetable-oils_1445_sunflower-seed_a603e6f5,vegetable_oils,1445,commodity_code,Sunflower seed,2,1.0,0.0,pass,1.0,0.0,0.0,0.6885,0.0,0.3115,vegetable_oils
fowcus_vegetable-oils_1499-04_tallowtree-seeds_8f5a5236,vegetable_oils,1499.04,commodity_code,Tallowtree seeds,3,1.0,0.0,pass,1.0,0.0,0.0,0.31999999999999995,0.0,0.68,vegetable_oils
fowcus_vegetables_1216_artichokes_eae4f7a0,vegetables,1216,commodity_code,Artichokes,4,1.0,0.0,pass,1.0,0.0,0.0,0.4,0.0,0.6,vegetables
fowcus_vegetables_1211_asparagus_7d760f68,vegetables,1211,commodity_code,Asparagus,2,1.0,0.0,pass,1.0,0.0,0.0,0.53,0.0,0.47,vegetables
fowcus_vegetables_1243_broad-beans-and-horse-beans-green_8597bfbf,vegetables,1243,commodity_code,"Broad beans and horse beans, green",3,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,vegetables
fowcus_vegetables_1212_cabbages_184c0b25,vegetables,1212,commodity_code,Cabbages,3,1.0,0.0,pass,1.0,0.0,0.0,0.6,0.05129999999999996,0.34870000000000007,vegetables
fowcus_vegetables_1251_carrots-and-turnips_664b0600,vegetables,1251,commodity_code,Carrots and turnips,3,1.002728,0.0027280000000000637,review,1.002728,0.0,0.0,0.8627279999999999,0.14,0.0,vegetables
fowcus_vegetables_1213_cauliflowers-and-broccoli_81c413c4,vegetables,1213,commodity_code,Cauliflowers and broccoli,3,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,vegetables
fowcus_vegetables_1231_chillies-and-peppers-green-capsicum-spp-and-pimenta-spp_348e9542,vegetables,1231,commodity_code,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",3,0.996,-0.0040000000000000036,review,0.996,0.0,0.0,0.986,0.0,0.01,vegetables
fowcus_vegetables_1232_cucumbers-and-gherkins_f86c6b4d,vegetables,1232,commodity_code,Cucumbers and gherkins,3,1.0,0.0,pass,1.0,0.0,0.0,0.86,0.14,0.0,vegetables
fowcus_vegetables_1233_eggplants-aubergines_ebeb5d85,vegetables,1233,commodity_code,Eggplants (aubergines),3,1.0043,0.0042999999999999705,review,1.0043,0.0,0.0,0.9636,0.0,0.0407,vegetables
fowcus_vegetables_1290-01_green-corn-maize_4821e3f9,vegetables,1290.01,commodity_code,Green corn (maize),3,1.0,0.0,pass,1.0,0.0,0.0,0.1218,0.0,0.8781999999999999,vegetables
fowcus_vegetables_1252_green-garlic_c8468719,vegetables,1252,commodity_code,Green garlic,5,1.0,0.0,pass,1.0,0.0,0.0,0.5342105263157895,0.21052631578947367,0.25526315789473686,vegetables
fowcus_vegetables_1254_leeks-and-other-alliaceous-vegetables_94a6e4ea,vegetables,1254,commodity_code,Leeks and other alliaceous vegetables,3,1.0,0.0,pass,1.0,0.0,0.0,0.44,0.55,0.01,vegetables
fowcus_vegetables_1214_lettuce-and-chicory_906f71f9,vegetables,1214,commodity_code,Lettuce and chicory,3,1.0,0.0,pass,1.0,0.0,0.0,0.66,0.33999999999999997,0.0,vegetables
fowcus_vegetables_1270_mushrooms-and-truffles_ab502314,vegetables,1270,commodity_code,Mushrooms and truffles,2,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,vegetables
fowcus_vegetables_1239-01_okra_698ff53e,vegetables,1239.01,commodity_code,Okra,3,1.0,0.0,pass,1.0,0.0,0.0,0.96,0.0,0.04,vegetables
fowcus_vegetables_1253-02_onions-and-shallots-dry-excluding-dehydrated_0fd50670,vegetables,1253.02,commodity_code,"Onions and shallots, dry (excluding dehydrated)",3,1.0,0.0,pass,1.0,0.0,0.0,0.9,0.0,0.09999999999999999,vegetables
fowcus_vegetables_1253-01_onions-and-shallots-green_56de66e3,vegetables,1253.01,commodity_code,"Onions and shallots, green",3,1.0,0.0,pass,1.0,0.0,0.0,0.89,0.0,0.11,vegetables
fowcus_vegetables_1241-9_other-beans-green_b4352a9f,vegetables,1241.9,commodity_code,"Other beans, green",4,1.0,0.0,pass,1.0,0.0,0.0,0.95,0.0,0.05,vegetables
fowcus_vegetables_1290-9_other-vegetables-fresh-n-e-c_34b7c88f,vegetables,1290.9,commodity_code,"Other vegetables, fresh n.e.c.",4,1.00000000001,1.000000082740371e-11,pass,1.00000000001,0.0,0.0,1.00000000001,0.0,0.0,vegetables
fowcus_vegetables_1242_peas-green_1979360d,vegetables,1242,commodity_code,"Peas, green",2,1.0,0.0,pass,1.0,0.0,0.0,0.54,0.0,0.46,vegetables
fowcus_vegetables_1235_pumpkins-squash-and-gourds_45335449,vegetables,1235,commodity_code,"Pumpkins, squash and gourds",4,0.9998,-0.00019999999999997797,review,0.9998,0.0,0.0,0.8164,0.0298,0.15360000000000001,vegetables
fowcus_vegetables_1215_spinach_3c9d0cbb,vegetables,1215,commodity_code,Spinach,1,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,vegetables
fowcus_vegetables_1241-01_string-beans_6606b2be,vegetables,1241.01,commodity_code,String beans,2,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,vegetables
fowcus_vegetables_1234_tomatoes_815a2e54,vegetables,1234,commodity_code,Tomatoes,3,1.0,0.0,pass,1.0,0.0,0.0,1.0,0.0,0.0,vegetables
