classification_note_id,food_group,classification_note,item
classification_note_0744,Seafood,Species in category Demersal Marine Fish outside top 100,Morays nei
classification_note_0745,Seafood,Species in category Demersal Marine Fish outside top 100,Longtail silverbiddy
classification_note_0746,Seafood,Species in category Demersal Marine Fish outside top 100,Senegalese tonguesole
classification_note_0747,Seafood,Species in category Demersal Marine Fish outside top 100,Mutton snapper
classification_note_0748,Seafood,Species in category Demersal Marine Fish outside top 100,Mediterranean moray
classification_note_0749,Seafood,Species in category Demersal Marine Fish outside top 100,Sawsharks nei
classification_note_0750,Seafood,Species in category Demersal Marine Fish outside top 100,Rudderfish
classification_note_0751,Seafood,Species in category Demersal Marine Fish outside top 100,Thickback soles nei
classification_note_0752,Seafood,Species in category Demersal Marine Fish outside top 100,Sandy ray
classification_note_0753,Seafood,Species in category Demersal Marine Fish outside top 100,Unicorn icefish
classification_note_0754,Seafood,Species in category Demersal Marine Fish outside top 100,Latchet(=Sharpbeak gurnard)
classification_note_0755,Seafood,Species in category Demersal Marine Fish outside top 100,Yellownose skate
classification_note_0756,Seafood,Species in category Demersal Marine Fish outside top 100,Longspine thornyhead
classification_note_0757,Seafood,Species in category Demersal Marine Fish outside top 100,Wreckfish
classification_note_0758,Seafood,Species in category Demersal Marine Fish outside top 100,Pink dentex
classification_note_0759,Seafood,Species in category Demersal Marine Fish outside top 100,Painted sweetlips
classification_note_0760,Seafood,Species in category Demersal Marine Fish outside top 100,Birdbeak dogfish
classification_note_0761,Seafood,Species in category Demersal Marine Fish outside top 100,Citharids nei
classification_note_0762,Seafood,Species in category Demersal Marine Fish outside top 100,Shagreen ray
classification_note_0763,Seafood,Species in category Demersal Marine Fish outside top 100,Goldsinny-wrasse
classification_note_0764,Seafood,Species in category Demersal Marine Fish outside top 100,Stargazer
classification_note_0765,Seafood,Species in category Demersal Marine Fish outside top 100,Sordid rubberlip
classification_note_0766,Seafood,Species in category Demersal Marine Fish outside top 100,Dory snapper
classification_note_0767,Seafood,Species in category Demersal Marine Fish outside top 100,Blacknose shark
classification_note_0768,Seafood,Species in category Demersal Marine Fish outside top 100,Giant guitarfish
classification_note_0769,Seafood,Species in category Demersal Marine Fish outside top 100,Slinger seabream
classification_note_0770,Seafood,Species in category Demersal Marine Fish outside top 100,Rubyfish
classification_note_0771,Seafood,Species in category Demersal Marine Fish outside top 100,Malabar grouper
classification_note_0772,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific spadefish
classification_note_0773,Seafood,Species in category Demersal Marine Fish outside top 100,Boxlip mullet
classification_note_0774,Seafood,Species in category Demersal Marine Fish outside top 100,Leafscale gulper shark
classification_note_0775,Seafood,Species in category Demersal Marine Fish outside top 100,Lanternsharks nei
classification_note_0776,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted gurnard
classification_note_0777,Seafood,Species in category Demersal Marine Fish outside top 100,Longnose stingray
classification_note_0778,Seafood,Species in category Demersal Marine Fish outside top 100,Minstrel sweetlips
classification_note_0779,Seafood,Species in category Demersal Marine Fish outside top 100,"Antarctic rockcods, noties nei"
classification_note_0780,Seafood,Species in category Demersal Marine Fish outside top 100,Shorthead drum
classification_note_0781,Seafood,Species in category Demersal Marine Fish outside top 100,Black scorpionfish
classification_note_0782,Seafood,Species in category Demersal Marine Fish outside top 100,Mud sole
classification_note_0783,Seafood,Species in category Demersal Marine Fish outside top 100,Painted comber
classification_note_0784,Seafood,Species in category Demersal Marine Fish outside top 100,Camouflage grouper
classification_note_0785,Seafood,Species in category Demersal Marine Fish outside top 100,"Mantas, devil rays, etc. nei"
classification_note_0786,Seafood,Species in category Demersal Marine Fish outside top 100,Barndoor skate
classification_note_0787,Seafood,Species in category Demersal Marine Fish outside top 100,Smooth skate
classification_note_0788,Seafood,Species in category Demersal Marine Fish outside top 100,Longneck croaker
classification_note_0789,Seafood,Species in category Demersal Marine Fish outside top 100,Common guitarfish
classification_note_0790,Seafood,Species in category Demersal Marine Fish outside top 100,Blue hottentot
classification_note_0791,Seafood,Species in category Demersal Marine Fish outside top 100,Angelshark
classification_note_0792,Seafood,Species in category Demersal Marine Fish outside top 100,Longnose spurdog
classification_note_0793,Seafood,Species in category Demersal Marine Fish outside top 100,Blue skate
classification_note_0794,Seafood,Species in category Demersal Marine Fish outside top 100,"Cardinalfishes, etc. nei"
classification_note_0795,Seafood,Species in category Demersal Marine Fish outside top 100,Largeeye breams
classification_note_0796,Seafood,Species in category Demersal Marine Fish outside top 100,Redtail parrotfish
classification_note_0797,Seafood,Species in category Demersal Marine Fish outside top 100,Brownspotted grouper
classification_note_0798,Seafood,Species in category Demersal Marine Fish outside top 100,Rusty jobfish
classification_note_0799,Seafood,Species in category Demersal Marine Fish outside top 100,Patagonian blennie
classification_note_0800,Seafood,Species in category Demersal Marine Fish outside top 100,Tomtate grunt
classification_note_0801,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowfin snook
classification_note_0802,Seafood,Species in category Demersal Marine Fish outside top 100,Streaked gurnard
classification_note_0803,Seafood,Species in category Demersal Marine Fish outside top 100,Green humphead parrotfish
classification_note_0804,Seafood,Species in category Demersal Marine Fish outside top 100,Peruvian chromis
classification_note_0805,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific goliath grouper
classification_note_0806,Seafood,Species in category Demersal Marine Fish outside top 100,Smooth butterfly ray
classification_note_0807,Seafood,Species in category Demersal Marine Fish outside top 100,Red hind
classification_note_0808,Seafood,Species in category Demersal Marine Fish outside top 100,Black cusk-eel
classification_note_0809,Seafood,Species in category Demersal Marine Fish outside top 100,Tautog
classification_note_0810,Seafood,Species in category Demersal Marine Fish outside top 100,Shortbelly rockfish
classification_note_0811,Seafood,Species in category Demersal Marine Fish outside top 100,Santer seabream
classification_note_0812,Seafood,Species in category Demersal Marine Fish outside top 100,Peruvian sea catfish
classification_note_0813,Seafood,Species in category Demersal Marine Fish outside top 100,Porgies
classification_note_0814,Seafood,Species in category Demersal Marine Fish outside top 100,Flying gurnard
classification_note_0815,Seafood,Species in category Demersal Marine Fish outside top 100,Black snook
classification_note_0816,Seafood,Species in category Demersal Marine Fish outside top 100,Velvet belly
classification_note_0817,Seafood,Species in category Demersal Marine Fish outside top 100,Caribbean sharpnose shark
classification_note_0818,Seafood,Species in category Demersal Marine Fish outside top 100,African forktail snapper
classification_note_0819,Seafood,Species in category Demersal Marine Fish outside top 100,Blue antimora
classification_note_0820,Seafood,Species in category Demersal Marine Fish outside top 100,Roving coralgrouper
classification_note_0821,Seafood,Species in category Demersal Marine Fish outside top 100,Tete sea catfish
classification_note_0822,Seafood,Species in category Demersal Marine Fish outside top 100,Argentine goatfish
classification_note_0823,Seafood,Species in category Demersal Marine Fish outside top 100,Black rockfish
classification_note_0824,Seafood,Species in category Demersal Marine Fish outside top 100,Snowy grouper
classification_note_0825,Seafood,Species in category Demersal Marine Fish outside top 100,Gurnards nei
classification_note_0826,Seafood,Species in category Demersal Marine Fish outside top 100,Ruff
classification_note_0827,Seafood,Species in category Demersal Marine Fish outside top 100,Smooth puffer
classification_note_0828,Seafood,Species in category Demersal Marine Fish outside top 100,Western Atlantic seabream
classification_note_0829,Seafood,Species in category Demersal Marine Fish outside top 100,Sandpaper fish
classification_note_0830,Seafood,Species in category Demersal Marine Fish outside top 100,Geelbek croaker
classification_note_0831,Seafood,Species in category Demersal Marine Fish outside top 100,Thresher
classification_note_0832,Seafood,Species in category Demersal Marine Fish outside top 100,Blacktip shark
classification_note_0833,Seafood,Species in category Demersal Marine Fish outside top 100,Sobaity seabream
classification_note_0834,Seafood,Species in category Demersal Marine Fish outside top 100,Scalyfin weakfish
classification_note_0835,Seafood,Species in category Demersal Marine Fish outside top 100,Big skate
classification_note_0836,Seafood,Species in category Demersal Marine Fish outside top 100,Convict grouper
classification_note_0837,Seafood,Species in category Demersal Marine Fish outside top 100,"Ruffs, barrelfishes nei"
classification_note_0838,Seafood,Species in category Demersal Marine Fish outside top 100,Black grunt
classification_note_0839,Seafood,Species in category Demersal Marine Fish outside top 100,Thumbprint emperor
classification_note_0840,Seafood,Species in category Demersal Marine Fish outside top 100,Argentine conger
classification_note_0841,Seafood,Species in category Demersal Marine Fish outside top 100,Large-scaled gurnard
classification_note_0842,Seafood,Species in category Demersal Marine Fish outside top 100,Zebra tilefish
classification_note_0843,Seafood,Species in category Demersal Marine Fish outside top 100,White stumpnose
classification_note_0844,Seafood,Species in category Demersal Marine Fish outside top 100,Norway redfish
classification_note_0845,Seafood,Species in category Demersal Marine Fish outside top 100,Orange-striped emperor
classification_note_0846,Seafood,Species in category Demersal Marine Fish outside top 100,Colorado snapper
classification_note_0847,Seafood,Species in category Demersal Marine Fish outside top 100,Nassau grouper
classification_note_0848,Seafood,Species in category Demersal Marine Fish outside top 100,Squaretail coralgrouper
classification_note_0849,Seafood,Species in category Demersal Marine Fish outside top 100,Longface emperor
classification_note_0850,Seafood,Species in category Demersal Marine Fish outside top 100,White snook
classification_note_0851,Seafood,Species in category Demersal Marine Fish outside top 100,Silk snapper
classification_note_0852,Seafood,Species in category Demersal Marine Fish outside top 100,Humpback red snapper
classification_note_0853,Seafood,Species in category Demersal Marine Fish outside top 100,Patchwork lampfishes
classification_note_0854,Seafood,Species in category Demersal Marine Fish outside top 100,Squirrelfish
classification_note_0855,Seafood,Species in category Demersal Marine Fish outside top 100,Coral hind
classification_note_0856,Seafood,Species in category Demersal Marine Fish outside top 100,Player scorpionfish
classification_note_0857,Seafood,Species in category Demersal Marine Fish outside top 100,Longfin mako
classification_note_0858,Seafood,Species in category Demersal Marine Fish outside top 100,Ticon cownose ray
classification_note_0859,Seafood,Species in category Demersal Marine Fish outside top 100,Frostfishes
classification_note_0860,Seafood,Species in category Demersal Marine Fish outside top 100,Four-spot megrim
classification_note_0861,Seafood,Species in category Demersal Marine Fish outside top 100,God's flounder
classification_note_0862,Seafood,Species in category Demersal Marine Fish outside top 100,Grey tilefish
classification_note_0863,Seafood,Species in category Demersal Marine Fish outside top 100,Toothed flounder
classification_note_0864,Seafood,Species in category Demersal Marine Fish outside top 100,Thickback sole
classification_note_0865,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific guitarfish
classification_note_0866,Seafood,Species in category Demersal Marine Fish outside top 100,Tonguesole nei
classification_note_0867,Seafood,Species in category Demersal Marine Fish outside top 100,Weeverfishes nei
classification_note_0868,Seafood,Species in category Demersal Marine Fish outside top 100,Coney
classification_note_0869,Seafood,Species in category Demersal Marine Fish outside top 100,Atlantic rubyfish
classification_note_0870,Seafood,Species in category Demersal Marine Fish outside top 100,Black goby
classification_note_0871,Seafood,Species in category Demersal Marine Fish outside top 100,Kitefin shark
classification_note_0872,Seafood,Species in category Demersal Marine Fish outside top 100,Broadgilled hagfish
classification_note_0873,Seafood,Species in category Demersal Marine Fish outside top 100,Summan grouper
classification_note_0874,Seafood,Species in category Demersal Marine Fish outside top 100,"Butterfish, greenbone"
classification_note_0875,Seafood,Species in category Demersal Marine Fish outside top 100,Rocklings nei
classification_note_0876,Seafood,Species in category Demersal Marine Fish outside top 100,Peacock hind
classification_note_0877,Seafood,Species in category Demersal Marine Fish outside top 100,"Chimaeras, etc. nei"
classification_note_0878,Seafood,Species in category Demersal Marine Fish outside top 100,Tiger shark
classification_note_0879,Seafood,Species in category Demersal Marine Fish outside top 100,Splitnose rockfish
classification_note_0880,Seafood,Species in category Demersal Marine Fish outside top 100,Silver grunter
classification_note_0881,Seafood,Species in category Demersal Marine Fish outside top 100,Blackspotted smooth-hound
classification_note_0882,Seafood,Species in category Demersal Marine Fish outside top 100,Crimson snapper
classification_note_0883,Seafood,Species in category Demersal Marine Fish outside top 100,Queen snapper
classification_note_0884,Seafood,Species in category Demersal Marine Fish outside top 100,Scamp
classification_note_0885,Seafood,Species in category Demersal Marine Fish outside top 100,Smallscaled grouper
classification_note_0886,Seafood,Species in category Demersal Marine Fish outside top 100,Unicorn cod
classification_note_0887,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowlip emperor
classification_note_0888,Seafood,Species in category Demersal Marine Fish outside top 100,Silver-rag driftfish
classification_note_0889,Seafood,Species in category Demersal Marine Fish outside top 100,Trumpeters nei
classification_note_0890,Seafood,Species in category Demersal Marine Fish outside top 100,Redcoat
classification_note_0891,Seafood,Species in category Demersal Marine Fish outside top 100,Squeteague(=Gray weakfish)
classification_note_0892,Seafood,Species in category Demersal Marine Fish outside top 100,Emperor red snapper
classification_note_0893,Seafood,Species in category Demersal Marine Fish outside top 100,Red lionfish
classification_note_0894,Seafood,Species in category Demersal Marine Fish outside top 100,Ladyfishes nei
classification_note_0895,Seafood,Species in category Demersal Marine Fish outside top 100,Boxfishes nei
classification_note_0896,Seafood,Species in category Demersal Marine Fish outside top 100,Small red scorpionfish
classification_note_0897,Seafood,Species in category Demersal Marine Fish outside top 100,Bigtooth corvina
classification_note_0898,Seafood,Species in category Demersal Marine Fish outside top 100,Brown-marbled grouper
classification_note_0899,Seafood,Species in category Demersal Marine Fish outside top 100,Comet grouper
classification_note_0900,Seafood,Species in category Demersal Marine Fish outside top 100,Silvergray rockfish
classification_note_0901,Seafood,Species in category Demersal Marine Fish outside top 100,Scalloped hammerhead
classification_note_0902,Seafood,Species in category Demersal Marine Fish outside top 100,Daggerhead breams nei
classification_note_0903,Seafood,Species in category Demersal Marine Fish outside top 100,Greenland shark
classification_note_0904,Seafood,Species in category Demersal Marine Fish outside top 100,"Elephantfishes, etc. nei"
classification_note_0905,Seafood,Species in category Demersal Marine Fish outside top 100,Daisy stingray
classification_note_0906,Seafood,Species in category Demersal Marine Fish outside top 100,White weakfish
classification_note_0907,Seafood,Species in category Demersal Marine Fish outside top 100,Transparent goby
classification_note_0908,Seafood,Species in category Demersal Marine Fish outside top 100,Green jobfish
classification_note_0909,Seafood,Species in category Demersal Marine Fish outside top 100,Imperial blackfish
classification_note_0910,Seafood,Species in category Demersal Marine Fish outside top 100,Inshore sand perch
classification_note_0911,Seafood,Species in category Demersal Marine Fish outside top 100,Northern cods nei
classification_note_0912,Seafood,Species in category Demersal Marine Fish outside top 100,Sharptooth jobfish
classification_note_0913,Seafood,Species in category Demersal Marine Fish outside top 100,Vermilion rockfish
classification_note_0914,Seafood,Species in category Demersal Marine Fish outside top 100,Smallnose fanskate
classification_note_0915,Seafood,Species in category Demersal Marine Fish outside top 100,Sharpsnout seabream
classification_note_0916,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowfin grouper
classification_note_0917,Seafood,Species in category Demersal Marine Fish outside top 100,Smalltail shark
classification_note_0918,Seafood,Species in category Demersal Marine Fish outside top 100,Dogfishes and hounds nei
classification_note_0919,Seafood,Species in category Demersal Marine Fish outside top 100,Leaping mullet
classification_note_0920,Seafood,Species in category Demersal Marine Fish outside top 100,Trumpet emperor
classification_note_0921,Seafood,Species in category Demersal Marine Fish outside top 100,Pearly goatfish
classification_note_0922,Seafood,Species in category Demersal Marine Fish outside top 100,Rougheye rockfish
classification_note_0923,Seafood,Species in category Demersal Marine Fish outside top 100,Blue-barred parrotfish
classification_note_0924,Seafood,Species in category Demersal Marine Fish outside top 100,Blacktail comber
classification_note_0925,Seafood,Species in category Demersal Marine Fish outside top 100,Fine flounder
classification_note_0926,Seafood,Species in category Demersal Marine Fish outside top 100,Slender rockfish
classification_note_0927,Seafood,Species in category Demersal Marine Fish outside top 100,Black grouper
classification_note_0928,Seafood,Species in category Demersal Marine Fish outside top 100,Sicklefin smooth-hound
classification_note_0929,Seafood,Species in category Demersal Marine Fish outside top 100,Longtail stingray
classification_note_0930,Seafood,Species in category Demersal Marine Fish outside top 100,Sea chubs nei
classification_note_0931,Seafood,Species in category Demersal Marine Fish outside top 100,Diamond stingray
classification_note_0932,Seafood,Species in category Demersal Marine Fish outside top 100,Thor's scaldfish
classification_note_0933,Seafood,Species in category Demersal Marine Fish outside top 100,Humpnose big-eye bream
classification_note_0934,Seafood,Species in category Demersal Marine Fish outside top 100,Piper gurnard
classification_note_0935,Seafood,Species in category Demersal Marine Fish outside top 100,Two-spot red snapper
classification_note_0936,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowfin hind
classification_note_0937,Seafood,Species in category Demersal Marine Fish outside top 100,Rock cook
classification_note_0938,Seafood,Species in category Demersal Marine Fish outside top 100,Porae
classification_note_0939,Seafood,Species in category Demersal Marine Fish outside top 100,Brazilian sharpnose shark
classification_note_0940,Seafood,Species in category Demersal Marine Fish outside top 100,Sculpins
classification_note_0941,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowstripe goatfish
classification_note_0942,Seafood,Species in category Demersal Marine Fish outside top 100,Delagoa threadfin bream
classification_note_0943,Seafood,Species in category Demersal Marine Fish outside top 100,Banded yellowfish
classification_note_0944,Seafood,Species in category Demersal Marine Fish outside top 100,Eelpout
classification_note_0945,Seafood,Species in category Demersal Marine Fish outside top 100,Smalltooth weakfish
classification_note_0946,Seafood,Species in category Demersal Marine Fish outside top 100,Goldsilk seabream
classification_note_0947,Seafood,Species in category Demersal Marine Fish outside top 100,Atlantic bigeye
classification_note_0948,Seafood,Species in category Demersal Marine Fish outside top 100,Swordspine snook
classification_note_0949,Seafood,Species in category Demersal Marine Fish outside top 100,Longfin gurnard
classification_note_0950,Seafood,Species in category Demersal Marine Fish outside top 100,Red pike conger
classification_note_0951,Seafood,Species in category Demersal Marine Fish outside top 100,Crest-tail catsharks nei
classification_note_0952,Seafood,Species in category Demersal Marine Fish outside top 100,Symphodus wrasses nei
classification_note_0953,Seafood,Species in category Demersal Marine Fish outside top 100,Cabezon
classification_note_0954,Seafood,Species in category Demersal Marine Fish outside top 100,Offshore rockfish
classification_note_0955,Seafood,Species in category Demersal Marine Fish outside top 100,Porbeagle
classification_note_0956,Seafood,Species in category Demersal Marine Fish outside top 100,Pinfish
classification_note_0957,Seafood,Species in category Demersal Marine Fish outside top 100,Sailray
classification_note_0958,Seafood,Species in category Demersal Marine Fish outside top 100,Starry smooth-hound
classification_note_0959,Seafood,Species in category Demersal Marine Fish outside top 100,South American silver porgy
classification_note_0960,Seafood,Species in category Demersal Marine Fish outside top 100,Trout sweetlips
classification_note_0961,Seafood,Species in category Demersal Marine Fish outside top 100,Smooth hammerhead
classification_note_0962,Seafood,Species in category Demersal Marine Fish outside top 100,Sharpnose stingray
classification_note_0963,Seafood,Species in category Demersal Marine Fish outside top 100,Eaton's skate
classification_note_0964,Seafood,Species in category Demersal Marine Fish outside top 100,"Mackerel sharks,porbeagles nei"
classification_note_0965,Seafood,Species in category Demersal Marine Fish outside top 100,Arrowhead dogfish
classification_note_0966,Seafood,Species in category Demersal Marine Fish outside top 100,Peruvian mojarra
classification_note_0967,Seafood,Species in category Demersal Marine Fish outside top 100,Mottled grouper
classification_note_0968,Seafood,Species in category Demersal Marine Fish outside top 100,Bignose shark
classification_note_0969,Seafood,Species in category Demersal Marine Fish outside top 100,Southern flounder
classification_note_0970,Seafood,Species in category Demersal Marine Fish outside top 100,Atlantic gobies nei
classification_note_0971,Seafood,Species in category Demersal Marine Fish outside top 100,Blacktip grouper
classification_note_0972,Seafood,Species in category Demersal Marine Fish outside top 100,Wenchman
classification_note_0973,Seafood,Species in category Demersal Marine Fish outside top 100,Pearly razorfish
classification_note_0974,Seafood,Species in category Demersal Marine Fish outside top 100,Torpedo rays
classification_note_0975,Seafood,Species in category Demersal Marine Fish outside top 100,Gulper shark
classification_note_0976,Seafood,Species in category Demersal Marine Fish outside top 100,Blackspotted rubberlip
classification_note_0977,Seafood,Species in category Demersal Marine Fish outside top 100,Chilean grenadier
classification_note_0978,Seafood,Species in category Demersal Marine Fish outside top 100,Redbanded rockfish
classification_note_0979,Seafood,Species in category Demersal Marine Fish outside top 100,Redstripe rockfish
classification_note_0980,Seafood,Species in category Demersal Marine Fish outside top 100,Bluntnose sixgill shark
classification_note_0981,Seafood,Species in category Demersal Marine Fish outside top 100,Greenland cod
classification_note_0982,Seafood,Species in category Demersal Marine Fish outside top 100,Goldbanded jobfish
classification_note_0983,Seafood,Species in category Demersal Marine Fish outside top 100,Blackgill rockfish
classification_note_0984,Seafood,Species in category Demersal Marine Fish outside top 100,Chola guitarfish
classification_note_0985,Seafood,Species in category Demersal Marine Fish outside top 100,Northern puffer
classification_note_0986,Seafood,Species in category Demersal Marine Fish outside top 100,Snipefishes nei
classification_note_0987,Seafood,Species in category Demersal Marine Fish outside top 100,Deep-water red snapper
classification_note_0988,Seafood,Species in category Demersal Marine Fish outside top 100,Marbled electric ray
classification_note_0989,Seafood,Species in category Demersal Marine Fish outside top 100,Bigspined boarfish
classification_note_0990,Seafood,Species in category Demersal Marine Fish outside top 100,Eelpouts
classification_note_0991,Seafood,Species in category Demersal Marine Fish outside top 100,Small toothed jobfish
classification_note_0992,Seafood,Species in category Demersal Marine Fish outside top 100,Whitespotted grouper
classification_note_0993,Seafood,Species in category Demersal Marine Fish outside top 100,Common bluestripe snapper
classification_note_0994,Seafood,Species in category Demersal Marine Fish outside top 100,Roughsnout grenadier
classification_note_0995,Seafood,Species in category Demersal Marine Fish outside top 100,Draughtsboard shark
classification_note_0996,Seafood,Species in category Demersal Marine Fish outside top 100,Great hammerhead
classification_note_0997,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted weever
classification_note_0998,Seafood,Species in category Demersal Marine Fish outside top 100,Smoothmouth sea catfish
classification_note_0999,Seafood,Species in category Demersal Marine Fish outside top 100,Speckled hind
classification_note_1000,Seafood,Species in category Demersal Marine Fish outside top 100,Queen triggerfish
classification_note_1001,Seafood,Species in category Demersal Marine Fish outside top 100,Crimson jobfish
classification_note_1002,Seafood,Species in category Demersal Marine Fish outside top 100,Common eagle ray
classification_note_1003,Seafood,Species in category Demersal Marine Fish outside top 100,Lemon shark
classification_note_1004,Seafood,Species in category Demersal Marine Fish outside top 100,Yellow-eye mullet
classification_note_1005,Seafood,Species in category Demersal Marine Fish outside top 100,Morocco dentex
classification_note_1006,Seafood,Species in category Demersal Marine Fish outside top 100,Sharpchin rockfish
classification_note_1007,Seafood,Species in category Demersal Marine Fish outside top 100,Blackbelly lanternshark
classification_note_1008,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific sandperch
classification_note_1009,Seafood,Species in category Demersal Marine Fish outside top 100,"Eels, morays, congers nei"
classification_note_1010,Seafood,Species in category Demersal Marine Fish outside top 100,Aurora rockfish
classification_note_1011,Seafood,Species in category Demersal Marine Fish outside top 100,Deepwater longtail red snapper
classification_note_1012,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted coralgrouper
classification_note_1013,Seafood,Species in category Demersal Marine Fish outside top 100,Brown comber
classification_note_1014,Seafood,Species in category Demersal Marine Fish outside top 100,Bank rockfish
classification_note_1015,Seafood,Species in category Demersal Marine Fish outside top 100,Goldlined seabream
classification_note_1016,Seafood,Species in category Demersal Marine Fish outside top 100,Gopher rockfish
classification_note_1017,Seafood,Species in category Demersal Marine Fish outside top 100,Angelfishes nei
classification_note_1018,Seafood,Species in category Demersal Marine Fish outside top 100,White skate
classification_note_1019,Seafood,Species in category Demersal Marine Fish outside top 100,California sheephead
classification_note_1020,Seafood,Species in category Demersal Marine Fish outside top 100,"Toadfishes, etc. nei"
classification_note_1021,Seafood,Species in category Demersal Marine Fish outside top 100,Lanternfishes nei
classification_note_1022,Seafood,Species in category Demersal Marine Fish outside top 100,Golden threadfin bream
classification_note_1023,Seafood,Species in category Demersal Marine Fish outside top 100,Blue rockfish
classification_note_1024,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowmouth rockfish
classification_note_1025,Seafood,Species in category Demersal Marine Fish outside top 100,Chilean sandperch
classification_note_1026,Seafood,Species in category Demersal Marine Fish outside top 100,Spotfin flathead
classification_note_1027,Seafood,Species in category Demersal Marine Fish outside top 100,Nurse shark
classification_note_1028,Seafood,Species in category Demersal Marine Fish outside top 100,Cape redfish
classification_note_1029,Seafood,Species in category Demersal Marine Fish outside top 100,Redbanded seabream
classification_note_1030,Seafood,Species in category Demersal Marine Fish outside top 100,Rio skate
classification_note_1031,Seafood,Species in category Demersal Marine Fish outside top 100,Pinjalo
classification_note_1032,Seafood,Species in category Demersal Marine Fish outside top 100,Deep-water sharks nei
classification_note_1033,Seafood,Species in category Demersal Marine Fish outside top 100,Royal flagfin
classification_note_1034,Seafood,Species in category Demersal Marine Fish outside top 100,Blackfin snapper
classification_note_1035,Seafood,Species in category Demersal Marine Fish outside top 100,American conger
classification_note_1036,Seafood,Species in category Demersal Marine Fish outside top 100,Combers nei
classification_note_1037,Seafood,Species in category Demersal Marine Fish outside top 100,Bastard grunt
classification_note_1038,Seafood,Species in category Demersal Marine Fish outside top 100,Spanish ling
classification_note_1039,Seafood,Species in category Demersal Marine Fish outside top 100,Smooth oreo dory
classification_note_1040,Seafood,Species in category Demersal Marine Fish outside top 100,Madeira lantern fish
classification_note_1041,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific sanddab
classification_note_1042,Seafood,Species in category Demersal Marine Fish outside top 100,Dogfishes nei
classification_note_1043,Seafood,Species in category Demersal Marine Fish outside top 100,Pinecone soldierfish
classification_note_1044,Seafood,Species in category Demersal Marine Fish outside top 100,Pufferfishes nei
classification_note_1045,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted unicornfish
classification_note_1046,Seafood,Species in category Demersal Marine Fish outside top 100,Broomtail grouper
classification_note_1047,Seafood,Species in category Demersal Marine Fish outside top 100,Slender emperor
classification_note_1048,Seafood,Species in category Demersal Marine Fish outside top 100,White croaker
classification_note_1049,Seafood,Species in category Demersal Marine Fish outside top 100,Imperial scaldfish
classification_note_1050,Seafood,Species in category Demersal Marine Fish outside top 100,Dusky spinefoot
classification_note_1051,Seafood,Species in category Demersal Marine Fish outside top 100,Ocellated wedge sole
classification_note_1052,Seafood,Species in category Demersal Marine Fish outside top 100,Gulf flounder
classification_note_1053,Seafood,Species in category Demersal Marine Fish outside top 100,Pelagic armourhead
classification_note_1054,Seafood,Species in category Demersal Marine Fish outside top 100,Redmouth grouper
classification_note_1055,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted grouper
classification_note_1056,Seafood,Species in category Demersal Marine Fish outside top 100,Bluespine unicornfish
classification_note_1057,Seafood,Species in category Demersal Marine Fish outside top 100,Warsaw grouper
classification_note_1058,Seafood,Species in category Demersal Marine Fish outside top 100,Mountain mullet
classification_note_1059,Seafood,Species in category Demersal Marine Fish outside top 100,Orbicular batfish
classification_note_1060,Seafood,Species in category Demersal Marine Fish outside top 100,Crocodile icefishes nei
classification_note_1061,Seafood,Species in category Demersal Marine Fish outside top 100,Blue bobo
classification_note_1062,Seafood,Species in category Demersal Marine Fish outside top 100,Copper rockfish
classification_note_1063,Seafood,Species in category Demersal Marine Fish outside top 100,Kerguelen sandpaper skate
classification_note_1064,Seafood,Species in category Demersal Marine Fish outside top 100,Canary dentex
classification_note_1065,Seafood,Species in category Demersal Marine Fish outside top 100,Banded whiptail
classification_note_1066,Seafood,Species in category Demersal Marine Fish outside top 100,Spottail spiny turbot
classification_note_1067,Seafood,Species in category Demersal Marine Fish outside top 100,Barrelfish
classification_note_1068,Seafood,Species in category Demersal Marine Fish outside top 100,Brown smooth-hound
classification_note_1069,Seafood,Species in category Demersal Marine Fish outside top 100,Brown rockfish
classification_note_1070,Seafood,Species in category Demersal Marine Fish outside top 100,Daisy parrotfish
classification_note_1071,Seafood,Species in category Demersal Marine Fish outside top 100,Red Sea seabream
classification_note_1072,Seafood,Species in category Demersal Marine Fish outside top 100,Polar cod
classification_note_1073,Seafood,Species in category Demersal Marine Fish outside top 100,Atlantic goliath grouper
classification_note_1074,Seafood,Species in category Demersal Marine Fish outside top 100,Smallspotted grunter
classification_note_1075,Seafood,Species in category Demersal Marine Fish outside top 100,Speckled ray
classification_note_1076,Seafood,Species in category Demersal Marine Fish outside top 100,Island grouper
