classification_note_id,food_group,classification_note,item
classification_note_1721,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific mutton hamlet
classification_note_1722,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific slopehead parrotfish
classification_note_1723,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific smalleye croaker
classification_note_1724,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific tomcod
classification_note_1725,Seafood,Species in category Demersal Marine Fish outside top 100,Paeony bulleye
classification_note_1726,Seafood,Species in category Demersal Marine Fish outside top 100,Pale snapper
classification_note_1727,Seafood,Species in category Demersal Marine Fish outside top 100,Panama grunt
classification_note_1728,Seafood,Species in category Demersal Marine Fish outside top 100,Panama hake
classification_note_1729,Seafood,Species in category Demersal Marine Fish outside top 100,Papuan black snapper
classification_note_1730,Seafood,Species in category Demersal Marine Fish outside top 100,Patagonian rockcod
classification_note_1731,Seafood,Species in category Demersal Marine Fish outside top 100,Patagonian skate
classification_note_1732,Seafood,Species in category Demersal Marine Fish outside top 100,Peacock wrasse
classification_note_1733,Seafood,Species in category Demersal Marine Fish outside top 100,"Pearleyes, etc. nei"
classification_note_1734,Seafood,Species in category Demersal Marine Fish outside top 100,Pelagic basslet
classification_note_1735,Seafood,Species in category Demersal Marine Fish outside top 100,Pemarco blackfish
classification_note_1736,Seafood,Species in category Demersal Marine Fish outside top 100,Pennant coralfish
classification_note_1737,Seafood,Species in category Demersal Marine Fish outside top 100,Peruvian flounder
classification_note_1738,Seafood,Species in category Demersal Marine Fish outside top 100,Ploughfish
classification_note_1739,Seafood,Species in category Demersal Marine Fish outside top 100,Plunderfish
classification_note_1740,Seafood,Species in category Demersal Marine Fish outside top 100,Portuguese sole
classification_note_1741,Seafood,Species in category Demersal Marine Fish outside top 100,Potato grouper
classification_note_1742,Seafood,Species in category Demersal Marine Fish outside top 100,Prickly croaker
classification_note_1743,Seafood,Species in category Demersal Marine Fish outside top 100,Pugnose ponyfish
classification_note_1744,Seafood,Species in category Demersal Marine Fish outside top 100,Purplemouth grunt
classification_note_1745,Seafood,Species in category Demersal Marine Fish outside top 100,Queen croaker
classification_note_1746,Seafood,Species in category Demersal Marine Fish outside top 100,Rainbow parrotfish
classification_note_1747,Seafood,Species in category Demersal Marine Fish outside top 100,Raucous grunt
classification_note_1748,Seafood,Species in category Demersal Marine Fish outside top 100,Red cornetfish
classification_note_1749,Seafood,Species in category Demersal Marine Fish outside top 100,Red steenbras
classification_note_1750,Seafood,Species in category Demersal Marine Fish outside top 100,Red-mouthed goby
classification_note_1751,Seafood,Species in category Demersal Marine Fish outside top 100,Red-tipped grouper
classification_note_1752,Seafood,Species in category Demersal Marine Fish outside top 100,Redbarred lizardfish
classification_note_1753,Seafood,Species in category Demersal Marine Fish outside top 100,Reeve's croaker
classification_note_1754,Seafood,Species in category Demersal Marine Fish outside top 100,Regal angelfish
classification_note_1755,Seafood,Species in category Demersal Marine Fish outside top 100,Ribbontail stingray
classification_note_1756,Seafood,Species in category Demersal Marine Fish outside top 100,Ringeye conger
classification_note_1757,Seafood,Species in category Demersal Marine Fish outside top 100,Rivulated mutton hamlet
classification_note_1758,Seafood,Species in category Demersal Marine Fish outside top 100,Roosterfish
classification_note_1759,Seafood,Species in category Demersal Marine Fish outside top 100,Rosy dwarf monocle bream
classification_note_1760,Seafood,Species in category Demersal Marine Fish outside top 100,Rosy goatfish
classification_note_1761,Seafood,Species in category Demersal Marine Fish outside top 100,Rough flathead
classification_note_1762,Seafood,Species in category Demersal Marine Fish outside top 100,Rough triggerfish
classification_note_1763,Seafood,Species in category Demersal Marine Fish outside top 100,Rough-head sea catfish
classification_note_1764,Seafood,Species in category Demersal Marine Fish outside top 100,Roughskin dogfish
classification_note_1765,Seafood,Species in category Demersal Marine Fish outside top 100,Roughtail skate
classification_note_1766,Seafood,Species in category Demersal Marine Fish outside top 100,Round ribbontail ray
classification_note_1767,Seafood,Species in category Demersal Marine Fish outside top 100,Sailfin roughshark
classification_note_1768,Seafood,Species in category Demersal Marine Fish outside top 100,Sailfin tang
classification_note_1769,Seafood,Species in category Demersal Marine Fish outside top 100,Sand flounders nei
classification_note_1770,Seafood,Species in category Demersal Marine Fish outside top 100,Sand grunt
classification_note_1771,Seafood,Species in category Demersal Marine Fish outside top 100,Sargassumfish
classification_note_1772,Seafood,Species in category Demersal Marine Fish outside top 100,Savalai hairtail
classification_note_1773,Seafood,Species in category Demersal Marine Fish outside top 100,Sawback angelshark
classification_note_1774,Seafood,Species in category Demersal Marine Fish outside top 100,Scaldback
classification_note_1775,Seafood,Species in category Demersal Marine Fish outside top 100,Scale-rayed wrasse
classification_note_1776,Seafood,Species in category Demersal Marine Fish outside top 100,Sciaenas nei
classification_note_1777,Seafood,Species in category Demersal Marine Fish outside top 100,Scissortail sergeant
classification_note_1778,Seafood,Species in category Demersal Marine Fish outside top 100,Scribbled leatherjac. filefish
classification_note_1779,Seafood,Species in category Demersal Marine Fish outside top 100,Sergeant-major
classification_note_1780,Seafood,Species in category Demersal Marine Fish outside top 100,Sharktooth moray
classification_note_1781,Seafood,Species in category Demersal Marine Fish outside top 100,Sharpnose hammer croaker
classification_note_1782,Seafood,Species in category Demersal Marine Fish outside top 100,Sharptooth houndshark
classification_note_1783,Seafood,Species in category Demersal Marine Fish outside top 100,Shining drum
classification_note_1784,Seafood,Species in category Demersal Marine Fish outside top 100,Shining grunt
classification_note_1785,Seafood,Species in category Demersal Marine Fish outside top 100,Shore rockling
classification_note_1786,Seafood,Species in category Demersal Marine Fish outside top 100,Short-headed lantern fish
classification_note_1787,Seafood,Species in category Demersal Marine Fish outside top 100,Shortnose spurdog
classification_note_1788,Seafood,Species in category Demersal Marine Fish outside top 100,Shortspine African angler
classification_note_1789,Seafood,Species in category Demersal Marine Fish outside top 100,Shortspine spurdog
classification_note_1790,Seafood,Species in category Demersal Marine Fish outside top 100,Shoulderbar soldierfish
classification_note_1791,Seafood,Species in category Demersal Marine Fish outside top 100,Sicklefin weasel shark
classification_note_1792,Seafood,Species in category Demersal Marine Fish outside top 100,Sidespot goatfish
classification_note_1793,Seafood,Species in category Demersal Marine Fish outside top 100,Silver chimaera
classification_note_1794,Seafood,Species in category Demersal Marine Fish outside top 100,Silver drum
classification_note_1795,Seafood,Species in category Demersal Marine Fish outside top 100,Silver mojarra
classification_note_1796,Seafood,Species in category Demersal Marine Fish outside top 100,Silver moony
classification_note_1797,Seafood,Species in category Demersal Marine Fish outside top 100,Silver weakfish
classification_note_1798,Seafood,Species in category Demersal Marine Fish outside top 100,Silvertip shark
classification_note_1799,Seafood,Species in category Demersal Marine Fish outside top 100,Sin croaker
classification_note_1800,Seafood,Species in category Demersal Marine Fish outside top 100,Sixblotch hind
classification_note_1801,Seafood,Species in category Demersal Marine Fish outside top 100,Sixfinger threadfin
classification_note_1802,Seafood,Species in category Demersal Marine Fish outside top 100,Skilfish
classification_note_1803,Seafood,Species in category Demersal Marine Fish outside top 100,Slender armorhead
classification_note_1804,Seafood,Species in category Demersal Marine Fish outside top 100,Slender conger
classification_note_1805,Seafood,Species in category Demersal Marine Fish outside top 100,Slender escolar
classification_note_1806,Seafood,Species in category Demersal Marine Fish outside top 100,Slender giant moray
classification_note_1807,Seafood,Species in category Demersal Marine Fish outside top 100,Slender scalyhead
classification_note_1808,Seafood,Species in category Demersal Marine Fish outside top 100,Slender sole
classification_note_1809,Seafood,Species in category Demersal Marine Fish outside top 100,Sliteye shark
classification_note_1810,Seafood,Species in category Demersal Marine Fish outside top 100,Small-toothed whiptail
classification_note_1811,Seafood,Species in category Demersal Marine Fish outside top 100,Smalleyed rabbitfish
classification_note_1812,Seafood,Species in category Demersal Marine Fish outside top 100,Smallfin gulper shark
classification_note_1813,Seafood,Species in category Demersal Marine Fish outside top 100,Smallmouth threadfin
classification_note_1814,Seafood,Species in category Demersal Marine Fish outside top 100,Smooth sandeel
classification_note_1815,Seafood,Species in category Demersal Marine Fish outside top 100,Snaggletooth
classification_note_1816,Seafood,Species in category Demersal Marine Fish outside top 100,Snake mackerel
classification_note_1817,Seafood,Species in category Demersal Marine Fish outside top 100,Snubnose grouper
classification_note_1818,Seafood,Species in category Demersal Marine Fish outside top 100,Soft skate
classification_note_1819,Seafood,Species in category Demersal Marine Fish outside top 100,Softhead grenadier
classification_note_1820,Seafood,Species in category Demersal Marine Fish outside top 100,Sohal surgeonfish
classification_note_1821,Seafood,Species in category Demersal Marine Fish outside top 100,Soldier croaker
classification_note_1822,Seafood,Species in category Demersal Marine Fish outside top 100,Southeast Atlantic soles nei
classification_note_1823,Seafood,Species in category Demersal Marine Fish outside top 100,Southern kingcroaker
classification_note_1824,Seafood,Species in category Demersal Marine Fish outside top 100,Southern lemon sole
classification_note_1825,Seafood,Species in category Demersal Marine Fish outside top 100,Southern rock bass
classification_note_1826,Seafood,Species in category Demersal Marine Fish outside top 100,Spanish hogfish
classification_note_1827,Seafood,Species in category Demersal Marine Fish outside top 100,Speckled blue grouper
classification_note_1828,Seafood,Species in category Demersal Marine Fish outside top 100,Speckled flounder
classification_note_1829,Seafood,Species in category Demersal Marine Fish outside top 100,Speckled grouper
classification_note_1830,Seafood,Species in category Demersal Marine Fish outside top 100,Speckled sanddab
classification_note_1831,Seafood,Species in category Demersal Marine Fish outside top 100,Speckled scorpionfish
classification_note_1832,Seafood,Species in category Demersal Marine Fish outside top 100,Speckled tonguesole
classification_note_1833,Seafood,Species in category Demersal Marine Fish outside top 100,Specklefin cusk-eel
classification_note_1834,Seafood,Species in category Demersal Marine Fish outside top 100,Spiky oreo
classification_note_1835,Seafood,Species in category Demersal Marine Fish outside top 100,Spiny icefish
classification_note_1836,Seafood,Species in category Demersal Marine Fish outside top 100,Spiny scorpionfish
classification_note_1837,Seafood,Species in category Demersal Marine Fish outside top 100,Splendid ponyfish
classification_note_1838,Seafood,Species in category Demersal Marine Fish outside top 100,Splendid threadfin
classification_note_1839,Seafood,Species in category Demersal Marine Fish outside top 100,Splittail bass
classification_note_1840,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted barracudina
classification_note_1841,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted head sargo
classification_note_1842,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted lanternfish
classification_note_1843,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted moray
classification_note_1844,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted porcupinefish
classification_note_1845,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted scat
classification_note_1846,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted trunkfish
classification_note_1847,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted wobbegong
classification_note_1848,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted-fin rockfish
classification_note_1849,Seafood,Species in category Demersal Marine Fish outside top 100,Squaretail kob
classification_note_1850,Seafood,Species in category Demersal Marine Fish outside top 100,Squaretail mullet
classification_note_1851,Seafood,Species in category Demersal Marine Fish outside top 100,Star-studded grouper
classification_note_1852,Seafood,Species in category Demersal Marine Fish outside top 100,Stargazers
classification_note_1853,Seafood,Species in category Demersal Marine Fish outside top 100,Stargazers nei
classification_note_1854,Seafood,Species in category Demersal Marine Fish outside top 100,Starry grouper
classification_note_1855,Seafood,Species in category Demersal Marine Fish outside top 100,Starry triggerfish
classification_note_1856,Seafood,Species in category Demersal Marine Fish outside top 100,Starry weever
classification_note_1857,Seafood,Species in category Demersal Marine Fish outside top 100,Starspotted grouper
classification_note_1858,Seafood,Species in category Demersal Marine Fish outside top 100,Steenbrasses nei
classification_note_1859,Seafood,Species in category Demersal Marine Fish outside top 100,Steeplined drum
classification_note_1860,Seafood,Species in category Demersal Marine Fish outside top 100,Steinitz's goby
classification_note_1861,Seafood,Species in category Demersal Marine Fish outside top 100,Stocky hawkfish
classification_note_1862,Seafood,Species in category Demersal Marine Fish outside top 100,Stolzmann's weakfish
classification_note_1863,Seafood,Species in category Demersal Marine Fish outside top 100,Straightnose rabbitfish
classification_note_1864,Seafood,Species in category Demersal Marine Fish outside top 100,Strawberry hind
classification_note_1865,Seafood,Species in category Demersal Marine Fish outside top 100,Streaked spinefoot
classification_note_1866,Seafood,Species in category Demersal Marine Fish outside top 100,Striped eel catfish
classification_note_1867,Seafood,Species in category Demersal Marine Fish outside top 100,Striped large-eye bream
classification_note_1868,Seafood,Species in category Demersal Marine Fish outside top 100,Striped parrotfish
classification_note_1869,Seafood,Species in category Demersal Marine Fish outside top 100,Striped ponyfish
classification_note_1870,Seafood,Species in category Demersal Marine Fish outside top 100,Striped weever
classification_note_1871,Seafood,Species in category Demersal Marine Fish outside top 100,Suco croaker
classification_note_1872,Seafood,Species in category Demersal Marine Fish outside top 100,Surge wrasse
classification_note_1873,Seafood,Species in category Demersal Marine Fish outside top 100,Swallowtail seaperch
classification_note_1874,Seafood,Species in category Demersal Marine Fish outside top 100,Taiwan tai
classification_note_1875,Seafood,Species in category Demersal Marine Fish outside top 100,Tallfin croaker
classification_note_1876,Seafood,Species in category Demersal Marine Fish outside top 100,Tanaka's snailfish
classification_note_1877,Seafood,Species in category Demersal Marine Fish outside top 100,Tarakihi
classification_note_1878,Seafood,Species in category Demersal Marine Fish outside top 100,Threadfin anthias
classification_note_1879,Seafood,Species in category Demersal Marine Fish outside top 100,Three-bearded rockling
classification_note_1880,Seafood,Species in category Demersal Marine Fish outside top 100,Three-spot flounder
classification_note_1881,Seafood,Species in category Demersal Marine Fish outside top 100,Tigerperches nei
classification_note_1882,Seafood,Species in category Demersal Marine Fish outside top 100,Tomato hind
classification_note_1883,Seafood,Species in category Demersal Marine Fish outside top 100,Toothpony
classification_note_1884,Seafood,Species in category Demersal Marine Fish outside top 100,Topknot
classification_note_1885,Seafood,Species in category Demersal Marine Fish outside top 100,Torpedo sand perch
classification_note_1886,Seafood,Species in category Demersal Marine Fish outside top 100,Tortonese's stingray
classification_note_1887,Seafood,Species in category Demersal Marine Fish outside top 100,Totoaba
classification_note_1888,Seafood,Species in category Demersal Marine Fish outside top 100,Trematomus nei
classification_note_1889,Seafood,Species in category Demersal Marine Fish outside top 100,Tripletail wrasse
classification_note_1890,Seafood,Species in category Demersal Marine Fish outside top 100,Trisopterus nei
classification_note_1891,Seafood,Species in category Demersal Marine Fish outside top 100,True sole
classification_note_1892,Seafood,Species in category Demersal Marine Fish outside top 100,Tuskfishes nei
classification_note_1893,Seafood,Species in category Demersal Marine Fish outside top 100,Two-lined monocle bream
classification_note_1894,Seafood,Species in category Demersal Marine Fish outside top 100,Two-spotted goby
classification_note_1895,Seafood,Species in category Demersal Marine Fish outside top 100,Twospot cardinalfish
classification_note_1896,Seafood,Species in category Demersal Marine Fish outside top 100,Undulated moray
classification_note_1897,Seafood,Species in category Demersal Marine Fish outside top 100,Unicorn leatherjacket filefish
classification_note_1898,Seafood,Species in category Demersal Marine Fish outside top 100,Union snook
classification_note_1899,Seafood,Species in category Demersal Marine Fish outside top 100,Variable-lined fusilier
classification_note_1900,Seafood,Species in category Demersal Marine Fish outside top 100,Variegated lizardfish
classification_note_1901,Seafood,Species in category Demersal Marine Fish outside top 100,Velez ray
classification_note_1902,Seafood,Species in category Demersal Marine Fish outside top 100,Velvet whalefish
classification_note_1903,Seafood,Species in category Demersal Marine Fish outside top 100,Violet warehou
classification_note_1904,Seafood,Species in category Demersal Marine Fish outside top 100,Waigieu seaperch
classification_note_1905,Seafood,Species in category Demersal Marine Fish outside top 100,Wavy-lined grouper
classification_note_1906,Seafood,Species in category Demersal Marine Fish outside top 100,Western softhead grenadier
classification_note_1907,Seafood,Species in category Demersal Marine Fish outside top 100,Whale shark
classification_note_1908,Seafood,Species in category Demersal Marine Fish outside top 100,Whalehead dreamer
classification_note_1909,Seafood,Species in category Demersal Marine Fish outside top 100,Whip stingray
classification_note_1910,Seafood,Species in category Demersal Marine Fish outside top 100,Whiskered sole
classification_note_1911,Seafood,Species in category Demersal Marine Fish outside top 100,White barbel
classification_note_1912,Seafood,Species in category Demersal Marine Fish outside top 100,White snake mackerel
classification_note_1913,Seafood,Species in category Demersal Marine Fish outside top 100,White stardrum
classification_note_1914,Seafood,Species in category Demersal Marine Fish outside top 100,White steenbras
classification_note_1915,Seafood,Species in category Demersal Marine Fish outside top 100,White-banded triggerfish
classification_note_1916,Seafood,Species in category Demersal Marine Fish outside top 100,Whitecheek monocle bream
classification_note_1917,Seafood,Species in category Demersal Marine Fish outside top 100,Whitefin topeshark
classification_note_1918,Seafood,Species in category Demersal Marine Fish outside top 100,Whitemargin unicornfish
classification_note_1919,Seafood,Species in category Demersal Marine Fish outside top 100,Whitenose shark
classification_note_1920,Seafood,Species in category Demersal Marine Fish outside top 100,Whitesnout guitarfish
classification_note_1921,Seafood,Species in category Demersal Marine Fish outside top 100,Whitespotted bambooshark
classification_note_1922,Seafood,Species in category Demersal Marine Fish outside top 100,Whitespotted filefish
classification_note_1923,Seafood,Species in category Demersal Marine Fish outside top 100,Whitespotted wedgefish
classification_note_1924,Seafood,Species in category Demersal Marine Fish outside top 100,Whitetip reef shark
classification_note_1925,Seafood,Species in category Demersal Marine Fish outside top 100,Whitetip soldierfish
classification_note_1926,Seafood,Species in category Demersal Marine Fish outside top 100,Wolf-eel
classification_note_1927,Seafood,Species in category Demersal Marine Fish outside top 100,Wrasse blenny
classification_note_1928,Seafood,Species in category Demersal Marine Fish outside top 100,Yawning stardrum
classification_note_1929,Seafood,Species in category Demersal Marine Fish outside top 100,Yellow and blueback fusilier
classification_note_1930,Seafood,Species in category Demersal Marine Fish outside top 100,Yellow bobo
classification_note_1931,Seafood,Species in category Demersal Marine Fish outside top 100,Yellow drum
classification_note_1932,Seafood,Species in category Demersal Marine Fish outside top 100,Yellow fin mojarra
classification_note_1933,Seafood,Species in category Demersal Marine Fish outside top 100,Yellow pike conger
classification_note_1934,Seafood,Species in category Demersal Marine Fish outside top 100,Yellow stingray
classification_note_1935,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowbanded sweetlips
classification_note_1936,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowbelly rockcod
classification_note_1937,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowfin notie
classification_note_1938,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowfin soldierfish
classification_note_1939,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowmargin triggerfish
classification_note_1940,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowspotted grunt
classification_note_1941,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowstripe grunt
classification_note_1942,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowtail blue snapper
classification_note_1943,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowtail clownfish
classification_note_1944,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowtail emperor
classification_note_1945,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowthread threadfin
classification_note_1946,Seafood,Species in category Demersal Marine Fish outside top 100,Zebra shark
classification_note_1947,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Pond loach
classification_note_1948,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Mandarin fish
classification_note_1949,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Silver cyprinid
classification_note_1950,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Asian swamp eel
classification_note_1951,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,North African catfish
classification_note_1952,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Nile perch
classification_note_1953,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Japanese eel
classification_note_1954,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Chum(=Keta=Dog) salmon
classification_note_1955,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Coho(=Silver) salmon
classification_note_1956,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Snakeheads(=Murrels) nei
classification_note_1957,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Giant gourami
classification_note_1958,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Sockeye(=Red) salmon
classification_note_1959,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Striped snakehead
classification_note_1960,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Barramundi(=Giant seaperch)
classification_note_1961,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Pirapatinga
classification_note_1962,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Freshwater siluroids nei
classification_note_1963,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Sturgeons nei
classification_note_1964,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Cachama
classification_note_1965,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Lake Malawi sardine
classification_note_1966,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Mozambique tilapia
classification_note_1967,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,"Africa-bighead catfish, hybrid"
classification_note_1968,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Climbing perch
classification_note_1969,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Characins nei
classification_note_1970,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Snakeskin gourami
classification_note_1971,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Dagaas (=Kapenta)
classification_note_1972,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Nurse tetra
classification_note_1973,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Elongate ilisha
classification_note_1974,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Freshwater bream
classification_note_1975,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Prochilods nei
classification_note_1976,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Black and Caspian Sea sprat
classification_note_1977,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Indonesian snakehead
classification_note_1978,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Orangefin labeo
classification_note_1979,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Nilem carp
classification_note_1980,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Elephantsnout fishes nei
classification_note_1981,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Crucian carp
classification_note_1982,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Mudfish
classification_note_1983,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Asian redtail catfish
classification_note_1984,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Upsidedown catfishes
classification_note_1985,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Mouthbrooding cichlids
classification_note_1986,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Cichlids nei
classification_note_1987,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,African bonytongue
classification_note_1988,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Bagrid catfish
classification_note_1989,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,European perch
classification_note_1990,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Northern pike
classification_note_1991,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,"Tambacu, hybrid"
classification_note_1992,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Naked catfishes
classification_note_1993,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Chacunda gizzard shad
classification_note_1994,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Pike-perch
classification_note_1995,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Salmonoids nei
classification_note_1996,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Glass catfishes
classification_note_1997,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Kissing gourami
classification_note_1998,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Laulao catfish
classification_note_1999,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Roaches nei
classification_note_2000,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Three spot gourami
classification_note_2001,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Aba
classification_note_2002,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Chinese longsnout catfish
classification_note_2003,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Sorubims nei
classification_note_2004,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Hoven's carp
classification_note_2005,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Indian pellona
classification_note_2006,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Chinook(=Spring=King) salmon
classification_note_2007,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,South American silver croaker
classification_note_2008,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Trouts nei
classification_note_2009,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Silver rasbora
classification_note_2010,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Goldfish
classification_note_2011,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Pangas catfish
classification_note_2012,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,West African ilisha
classification_note_2013,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,African lungfishes
classification_note_2014,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Kuria labeo
classification_note_2015,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Citharinus nei
classification_note_2016,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Philippine catfish
classification_note_2017,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Stinging catfish
classification_note_2018,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Pacu
classification_note_2019,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Lake Tanganyika sardine
classification_note_2020,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Kissing prochilodus
classification_note_2021,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Salmonids nei
classification_note_2022,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Clearhead icefish
classification_note_2023,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Black catfishes nei
classification_note_2024,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Lake Malawi utaka
classification_note_2025,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Wels(=Som) catfish
classification_note_2026,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Roach
classification_note_2027,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Grass-eaters nei
classification_note_2028,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,"Tambatinga, hybrid"
classification_note_2029,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Spotted barb
classification_note_2030,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Pond smelt
classification_note_2031,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Chinese gizzard shad
classification_note_2032,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Streaked prochilod
classification_note_2033,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Orfe(=Ide)
classification_note_2034,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,European eel
classification_note_2035,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Tarek
classification_note_2036,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Tinfoil barb
classification_note_2037,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Smelts nei
classification_note_2038,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,"Silver, bighead carps nei"
classification_note_2039,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Rudd
classification_note_2040,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Arctic char
classification_note_2041,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Loweye catfishes nei
classification_note_2042,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Lake Tanganyika sprat
